prefix,count,white_win_rate,black_win_rate,draw_rate,main_opening
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g1f3', 'e7e6')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Traditional"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1b5')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Traditional"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1b5', 'g8f6')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Traditional"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1b5', 'g8f6', 'e1g1')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Traditional"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1b5', 'g8f6', 'e1g1', 'd7d6')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Traditional"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3')",3,0.333,0.667,0.0,"Sicilian Defense: Closed Variation, Fianchetto Variation"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'e7e6')",2,0.5,0.5,0.0,"Sicilian Defense: Closed Variation, Fianchetto Variation"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'e7e6', 'f1g2')",2,0.5,0.5,0.0,"Sicilian Defense: Closed Variation, Fianchetto Variation"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'e7e6', 'f1g2', 'g8e7')",2,0.5,0.5,0.0,"Sicilian Defense: Closed Variation, Fianchetto Variation"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'e7e6', 'f1g2', 'g8e7', 'd2d3')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Fianchetto Variation"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'e7e6', 'f1g2', 'g8e7', 'd2d3', 'g7g6')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Fianchetto Variation"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'e7e6', 'f1g2', 'g8e7', 'g1h3')",1,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Fianchetto Variation"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'e7e6', 'f1g2', 'g8e7', 'g1h3', 'd7d5')",1,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Fianchetto Variation"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'g7g6')",1,0.0,1.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'g7g6', 'f1g2')",1,0.0,1.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'g7g6', 'f1g2', 'f8g7')",1,0.0,1.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'g1e2')",1,0.0,1.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'g1e2', 'e7e6')",1,0.0,1.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g4')",1,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Grob Attack"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g4', 'g7g6')",1,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Grob Attack"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g4', 'g7g6', 'f2f4')",1,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Grob Attack"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g4', 'g7g6', 'f2f4', 'f8g7')",1,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Grob Attack"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g4', 'g7g6', 'f2f4', 'f8g7', 'f1g2')",1,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Grob Attack"
"('e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g4', 'g7g6', 'f2f4', 'f8g7', 'f1g2', 'e7e6')",1,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Grob Attack"
"('e2e4', 'c7c5', 'b1c3', 'd7d6')",11,0.636,0.364,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'd2d3')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'd2d3', 'g8f6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'd2d3', 'g8f6', 'f1e2')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'd2d3', 'g8f6', 'f1e2', 'b8c6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'd2d3', 'g8f6', 'f1e2', 'b8c6', 'g2g4')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'd2d3', 'g8f6', 'f1e2', 'b8c6', 'g2g4', 'g7g6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f1b5')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f1b5', 'c8d7')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f1b5', 'c8d7', 'a2a4')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f1b5', 'c8d7', 'a2a4', 'g7g6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f1b5', 'c8d7', 'a2a4', 'g7g6', 'f2f4')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f1b5', 'c8d7', 'a2a4', 'g7g6', 'f2f4', 'f8g7')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4')",4,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'b8c6')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'b8c6', 'g1f3')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'b8c6', 'g1f3', 'c8g4')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'b8c6', 'g1f3', 'c8g4', 'f1b5')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'b8c6', 'g1f3', 'c8g4', 'f1b5', 'e7e5')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g7g6')",2,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g7g6', 'g1f3')",2,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g7g6', 'g1f3', 'f8g7')",2,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g7g6', 'g1f3', 'f8g7', 'f1b5')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g7g6', 'g1f3', 'f8g7', 'f1b5', 'c8d7')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g7g6', 'g1f3', 'f8g7', 'f1c4')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g7g6', 'g1f3', 'f8g7', 'f1c4', 'b8c6')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g8f6')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g8f6', 'g1f3')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g8f6', 'g1f3', 'b8c6')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g8f6', 'g1f3', 'b8c6', 'f1b5')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'f2f4', 'g8f6', 'g1f3', 'b8c6', 'f1b5', 'c8d7')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3')",2,0.5,0.5,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'a7a6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'a7a6', 'g2g3')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'a7a6', 'g2g3', 'b7b5')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'a7a6', 'g2g3', 'b7b5', 'f1g2')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'a7a6', 'g2g3', 'b7b5', 'f1g2', 'c8b7')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'g8f6')",1,1.0,0.0,0.0,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation"
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'g8f6', 'd2d4')",1,1.0,0.0,0.0,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation"
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'g8f6', 'd2d4', 'c5d4')",1,1.0,0.0,0.0,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation"
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'g8f6', 'd2d4', 'c5d4', 'f3d4')",1,1.0,0.0,0.0,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation"
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g1f3', 'g8f6', 'd2d4', 'c5d4', 'f3d4', 'a7a6')",1,1.0,0.0,0.0,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation"
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3')",3,0.667,0.333,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'e7e5')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'e7e5', 'f1g2')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'e7e5', 'f1g2', 'b8c6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'e7e5', 'f1g2', 'b8c6', 'd2d3')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'e7e5', 'f1g2', 'b8c6', 'd2d3', 'g8f6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'g7g6')",2,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'g7g6', 'f1g2')",2,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'g7g6', 'f1g2', 'f8g7')",2,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'd2d3')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'd2d3', 'b8c6')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'g1e2')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'd7d6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'g1e2', 'h7h5')",1,1.0,0.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'e7e6')",8,0.5,0.5,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3')",3,0.667,0.333,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6')",3,0.667,0.333,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'd2d4')",1,0.0,1.0,0.0,"Sicilian Defense: Kan Variation, Knight Variation"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'd2d4', 'c5d4')",1,0.0,1.0,0.0,"Sicilian Defense: Kan Variation, Knight Variation"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'd2d4', 'c5d4', 'f3d4')",1,0.0,1.0,0.0,"Sicilian Defense: Kan Variation, Knight Variation"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'd2d4', 'c5d4', 'f3d4', 'd8c7')",1,0.0,1.0,0.0,"Sicilian Defense: Kan Variation, Knight Variation"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'g2g3')",2,1.0,0.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'g2g3', 'd8c7')",1,1.0,0.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'g2g3', 'd8c7', 'f1g2')",1,1.0,0.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'g2g3', 'd8c7', 'f1g2', 'b8c6')",1,1.0,0.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'g2g3', 'g8f6')",1,1.0,0.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'g2g3', 'g8f6', 'e4e5')",1,1.0,0.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g1f3', 'a7a6', 'g2g3', 'g8f6', 'e4e5', 'f6g8')",1,1.0,0.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3')",4,0.5,0.5,0.0,"Sicilian Defense: Closed Variation, Korchnoi Defense"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'b8c6')",1,1.0,0.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'b8c6', 'f1g2')",1,1.0,0.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'b8c6', 'f1g2', 'b7b6')",1,1.0,0.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'b8c6', 'f1g2', 'b7b6', 'd2d3')",1,1.0,0.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'b8c6', 'f1g2', 'b7b6', 'd2d3', 'c8b7')",1,1.0,0.0,0.0,Sicilian Defense: Closed #2
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'd7d5')",3,0.333,0.667,0.0,"Sicilian Defense: Closed Variation, Korchnoi Defense"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'd7d5', 'e4d5')",3,0.333,0.667,0.0,"Sicilian Defense: Closed Variation, Korchnoi Defense"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'd7d5', 'e4d5', 'e6d5')",3,0.333,0.667,0.0,"Sicilian Defense: Closed Variation, Korchnoi Defense"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'd7d5', 'e4d5', 'e6d5', 'd2d4')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Korchnoi Defense"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'd7d5', 'e4d5', 'e6d5', 'd2d4', 'c5d4')",1,1.0,0.0,0.0,"Sicilian Defense: Closed Variation, Korchnoi Defense"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'd7d5', 'e4d5', 'e6d5', 'f1g2')",2,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Korchnoi Defense"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'g2g3', 'd7d5', 'e4d5', 'e6d5', 'f1g2', 'g8f6')",2,0.0,1.0,0.0,"Sicilian Defense: Closed Variation, Korchnoi Defense"
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'h2h4')",1,0.0,1.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'h2h4', 'a7a6')",1,0.0,1.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'h2h4', 'a7a6', 'h4h5')",1,0.0,1.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'h2h4', 'a7a6', 'h4h5', 'd7d5')",1,0.0,1.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'h2h4', 'a7a6', 'h4h5', 'd7d5', 'b2b3')",1,0.0,1.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'e7e6', 'h2h4', 'a7a6', 'h4h5', 'd7d5', 'b2b3', 'b8c6')",1,0.0,1.0,0.0,Sicilian Defense: Closed
"('e2e4', 'c7c5', 'b1c3', 'g7g6')",5,0.2,0.6,0.2,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'd2d4')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'd2d4', 'c5d4')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'd2d4', 'c5d4', 'd1d4')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'd2d4', 'c5d4', 'd1d4', 'g8f6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'd2d4', 'c5d4', 'd1d4', 'g8f6', 'e4e5')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'd2d4', 'c5d4', 'd1d4', 'g8f6', 'e4e5', 'b8c6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'f2f4')",1,0.0,0.0,1.0,"Sicilian Defense: Grand Prix Attack, Schofman Variation"
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'f2f4', 'f8g7')",1,0.0,0.0,1.0,"Sicilian Defense: Grand Prix Attack, Schofman Variation"
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'f2f4', 'f8g7', 'g1f3')",1,0.0,0.0,1.0,"Sicilian Defense: Grand Prix Attack, Schofman Variation"
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'f2f4', 'f8g7', 'g1f3', 'b8c6')",1,0.0,0.0,1.0,"Sicilian Defense: Grand Prix Attack, Schofman Variation"
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'f2f4', 'f8g7', 'g1f3', 'b8c6', 'f1c4')",1,0.0,0.0,1.0,"Sicilian Defense: Grand Prix Attack, Schofman Variation"
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'f2f4', 'f8g7', 'g1f3', 'b8c6', 'f1c4', 'e7e6')",1,0.0,0.0,1.0,"Sicilian Defense: Grand Prix Attack, Schofman Variation"
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g1f3')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g1f3', 'f8g7')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g1f3', 'f8g7', 'f1c4')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g1f3', 'f8g7', 'f1c4', 'g8f6')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g1f3', 'f8g7', 'f1c4', 'g8f6', 'd2d3')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g1f3', 'f8g7', 'f1c4', 'g8f6', 'd2d3', 'e8g8')",1,0.0,1.0,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g2g3')",2,0.5,0.5,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g2g3', 'f8g7')",2,0.5,0.5,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g2g3', 'f8g7', 'f1g2')",2,0.5,0.5,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'b8c6')",2,0.5,0.5,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'b8c6', 'd2d3')",2,0.5,0.5,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b1c3', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'b8c6', 'd2d3', 'd7d6')",2,0.5,0.5,0.0,Sicilian Defense: Closed Variation
"('e2e4', 'c7c5', 'b2b3')",2,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'd7d6')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'd7d6', 'c1b2')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'd7d6', 'c1b2', 'g8f6')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'd7d6', 'c1b2', 'g8f6', 'b2f6')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'd7d6', 'c1b2', 'g8f6', 'b2f6', 'g7f6')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'd7d6', 'c1b2', 'g8f6', 'b2f6', 'g7f6', 'd1h5')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'd7d6', 'c1b2', 'g8f6', 'b2f6', 'g7f6', 'd1h5', 'b8c6')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'g8f6')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'g8f6', 'e4e5')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'g8f6', 'e4e5', 'f6d5')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'g8f6', 'e4e5', 'f6d5', 'c1b2')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'g8f6', 'e4e5', 'f6d5', 'c1b2', 'g7g6')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'g8f6', 'e4e5', 'f6d5', 'c1b2', 'g7g6', 'g2g3')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b3', 'g8f6', 'e4e5', 'f6d5', 'c1b2', 'g7g6', 'g2g3', 'f8g7')",1,0.0,1.0,0.0,Sicilian Defense: Snyder Variation
"('e2e4', 'c7c5', 'b2b4')",8,0.625,0.375,0.0,Sicilian Defense: Wing Gambit
"('e2e4', 'c7c5', 'b2b4', 'c5b4')",7,0.571,0.429,0.0,Sicilian Defense: Wing Gambit
"('e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3')",4,0.5,0.5,0.0,"Sicilian Defense: Wing Gambit, Marshall Variation"
"('e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3', 'b4a3')",1,0.0,1.0,0.0,"Sicilian Defense: Wing Gambit, Carlsbad Variation"
"('e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3', 'b4a3', 'c1a3')",1,0.0,1.0,0.0,"Sicilian Defense: Wing Gambit, Carlsbad Variation"
"('e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3', 'b4a3', 'c1a3', 'd7d6')",1,0.0,1.0,0.0,"Sicilian Defense: Wing Gambit, Carlsbad Variation"
"('e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3', 'b4a3', 'c1a3', 'd7d6', 'f1c4')",1,0.0,1.0,0.0,"Sicilian Defense: Wing Gambit, Carlsbad Variation"
